Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C7A 24xlarge,c7a.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.9267 hourly,$3.259 hourly,$1.7863 hourly,$9.3427 hourly,$7.675 hourly
C7A 32xlarge,c7a.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$6.569 hourly,$4.3454 hourly,$2.1516 hourly,$12.457 hourly,$10.2334 hourly
C7A 48xlarge,c7a.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.8534 hourly,$6.5181 hourly,$3.40 hourly,$18.6854 hourly,$15.3501 hourly
C7A Metal-48xl,c7a.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.8534 hourly,$6.5181 hourly,$3.3089 hourly,$18.6854 hourly,$15.3501 hourly
C7G Medium,c7g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0363 hourly,$0.0239 hourly,$0.0127 hourly,unavailable,unavailable
C7G Large,c7g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0725 hourly,$0.0478 hourly,$0.0313 hourly,unavailable,unavailable
C7G Extra Large,c7g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.145 hourly,$0.0955 hourly,$0.057 hourly,unavailable,unavailable
C7G Double Extra Large,c7g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.29 hourly,$0.1911 hourly,$0.1014 hourly,unavailable,unavailable
C7G Quadruple Extra Large,c7g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.58 hourly,$0.3822 hourly,$0.1972 hourly,unavailable,unavailable
C7G Eight Extra Large,c7g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.16 hourly,$0.7644 hourly,$0.4081 hourly,unavailable,unavailable
C7G 12xlarge Extra Large,c7g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$1.74 hourly,$1.1466 hourly,$0.5735 hourly,unavailable,unavailable
C7G 16xlarge Extra Large,c7g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.32 hourly,$1.5288 hourly,$0.7741 hourly,unavailable,unavailable
C7G Metal,c7g.metal,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.32 hourly,$1.5288 hourly,$0.8012 hourly,unavailable,unavailable
C7GD Medium,c7gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0454 hourly,$0.0286 hourly,$0.0136 hourly,unavailable,unavailable
C7GD Large,c7gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.0907 hourly,$0.0572 hourly,$0.0333 hourly,unavailable,unavailable
C7GD Extra Large,c7gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.1814 hourly,$0.1143 hourly,$0.0644 hourly,unavailable,unavailable
C7GD Double Extra Large,c7gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.3629 hourly,$0.2287 hourly,$0.1279 hourly,unavailable,unavailable
C7GD Quadruple Extra Large,c7gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.7258 hourly,$0.4574 hourly,$0.2433 hourly,unavailable,unavailable
C7GD Eight Extra Large,c7gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$1.4515 hourly,$0.9148 hourly,$0.4808 hourly,unavailable,unavailable
C7GD 12xlarge Extra Large,c7gd.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$2.1773 hourly,$1.3721 hourly,$0.6866 hourly,unavailable,unavailable
C7GD 16xlarge Extra Large,c7gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$2.903 hourly,$1.8295 hourly,$0.9297 hourly,unavailable,unavailable
C7GD Metal,c7gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$2.903 hourly,$1.8295 hourly,$0.8545 hourly,unavailable,unavailable
C7GN Medium,c7gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0624 hourly,$0.0393 hourly,$0.0188 hourly,unavailable,unavailable
C7GN Large,c7gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1248 hourly,$0.0786 hourly,$0.0426 hourly,unavailable,unavailable
C7GN Extra Large,c7gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.2496 hourly,$0.1572 hourly,$0.0851 hourly,unavailable,unavailable
C7GN Double Extra Large,c7gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.4992 hourly,$0.3145 hourly,$0.1672 hourly,unavailable,unavailable
C7GN Quadruple Extra Large,c7gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,$0.9984 hourly,$0.629 hourly,$0.355 hourly,unavailable,unavailable
C7GN Eight Extra Large,c7gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,$1.9968 hourly,$1.258 hourly,$0.6547 hourly,unavailable,unavailable
C7GN 12xlarge Extra Large,c7gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,$2.9952 hourly,$1.887 hourly,$1.0323 hourly,unavailable,unavailable
C7GN 16xlarge Extra Large,c7gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$3.9936 hourly,$2.516 hourly,$1.2967 hourly,unavailable,unavailable
C7GN Metal,c7gn.metal,128 GiB,64 vCPUs,EBS only,200 Gigabit,$3.9936 hourly,$2.516 hourly,$1.1683 hourly,unavailable,unavailable
C7I Large,c7i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0893 hourly,$0.059 hourly,$0.0294 hourly,$0.1813 hourly,$0.151 hourly
C7I Extra Large,c7i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1785 hourly,$0.1181 hourly,$0.0674 hourly,$0.3625 hourly,$0.3021 hourly
C7I Double Extra Large,c7i.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.357 hourly,$0.2362 hourly,$0.1337 hourly,$0.725 hourly,$0.6042 hourly
C7I Quadruple Extra Large,c7i.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.714 hourly,$0.4723 hourly,$0.2687 hourly,$1.45 hourly,$1.2083 hourly
C7I Eight Extra Large,c7i.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.428 hourly,$0.9446 hourly,$0.5495 hourly,$2.90 hourly,$2.4166 hourly
C7I 12xlarge Extra Large,c7i.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.142 hourly,$1.4169 hourly,$0.81 hourly,$4.35 hourly,$3.6249 hourly
C7I 16xlarge Extra Large,c7i.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$2.856 hourly,$1.8892 hourly,$1.0111 hourly,$5.80 hourly,$4.8332 hourly
C7I 24xlarge,c7i.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.284 hourly,$2.8339 hourly,$1.6295 hourly,$8.70 hourly,$7.2499 hourly
C7I 48xlarge,c7i.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$8.568 hourly,$5.6677 hourly,$2.9366 hourly,$17.40 hourly,$14.4997 hourly
C7I Metal-24xl,c7i.metal-24xl,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.284 hourly,$2.8339 hourly,$1.3667 hourly,$8.70 hourly,$7.2499 hourly
C7I Metal-48xl,c7i.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$8.568 hourly,$5.6677 hourly,$2.8543 hourly,$17.40 hourly,$14.4997 hourly
C7I-FLEX Large,c7i-flex.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0848 hourly,$0.0561 hourly,$0.0309 hourly,$0.1722 hourly,$0.1435 hourly
C7I-FLEX Extra Large,c7i-flex.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1696 hourly,$0.1122 hourly,$0.0646 hourly,$0.3444 hourly,$0.287 hourly
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.3392 hourly,$0.2244 hourly,$0.1391 hourly,$0.6888 hourly,$0.574 hourly
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.6783 hourly,$0.4487 hourly,$0.253 hourly,$1.3775 hourly,$1.1479 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,64 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$1.3566 hourly,$0.8974 hourly,$0.5009 hourly,$2.755 hourly,$2.2958 hourly
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,96 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$2.0349 hourly,$1.3461 hourly,$0.7399 hourly,$4.2429 hourly,$3.5541 hourly
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,128 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$2.7132 hourly,$1.7948 hourly,$0.9466 hourly,$5.6572 hourly,$4.7388 hourly
C8G Medium,c8g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0399 hourly,$0.0263 hourly,$0.0144 hourly,unavailable,unavailable
C8G Large,c8g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0798 hourly,$0.0526 hourly,$0.0293 hourly,unavailable,unavailable
C8G Extra Large,c8g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1595 hourly,$0.1051 hourly,$0.0555 hourly,unavailable,unavailable
C8G Double Extra Large,c8g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.319 hourly,$0.2102 hourly,$0.1233 hourly,unavailable,unavailable
C8G Quadruple Extra Large,c8g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.6381 hourly,$0.4205 hourly,$0.2273 hourly,unavailable,unavailable
C8G Eight Extra Large,c8g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.2762 hourly,$0.841 hourly,$0.4854 hourly,unavailable,unavailable
C8G 12xlarge Extra Large,c8g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$1.9142 hourly,$1.2614 hourly,$0.6564 hourly,unavailable,unavailable
C8G 16xlarge Extra Large,c8g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.5523 hourly,$1.6819 hourly,$0.8681 hourly,unavailable,unavailable
C8G 24xlarge,c8g.24xlarge,192 GiB,96 vCPUs,EBS only,40 Gigabit,$3.8285 hourly,$2.5228 hourly,$1.2292 hourly,unavailable,unavailable
C8G 48xlarge,c8g.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$7.657 hourly,$5.0457 hourly,$2.4489 hourly,unavailable,unavailable
C8G Metal-24xl,c8g.metal-24xl,192 GiB,96 vCPUs,EBS only,40 Gigabit,$3.8285 hourly,$2.5228 hourly,$1.2805 hourly,unavailable,unavailable
C8G Metal-48xl,c8g.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$7.657 hourly,$5.0457 hourly,$2.5231 hourly,unavailable,unavailable
C8GD Medium,c8gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.049 hourly,unavailable,$0.0143 hourly,unavailable,unavailable
C8GD Large,c8gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.098 hourly,unavailable,$0.0323 hourly,unavailable,unavailable
C8GD Extra Large,c8gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.196 hourly,unavailable,$0.073 hourly,unavailable,unavailable
C8GD Double Extra Large,c8gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.3919 hourly,unavailable,$0.1386 hourly,unavailable,unavailable
C8GD Quadruple Extra Large,c8gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.7838 hourly,unavailable,$0.2718 hourly,unavailable,unavailable
C8GD Eight Extra Large,c8gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$1.5677 hourly,unavailable,$0.6046 hourly,unavailable,unavailable
C8GD 12xlarge Extra Large,c8gd.12xlarge,96 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$2.3515 hourly,unavailable,$0.7911 hourly,unavailable,unavailable
C8GD 16xlarge Extra Large,c8gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.1354 hourly,unavailable,$0.9924 hourly,unavailable,unavailable
C8GD 24xlarge,c8gd.24xlarge,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$4.703 hourly,unavailable,$1.5833 hourly,unavailable,unavailable
C8GD 48xlarge,c8gd.48xlarge,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$9.4061 hourly,unavailable,$3.2178 hourly,unavailable,unavailable
C8GD Metal-24xl,c8gd.metal-24xl,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$4.703 hourly,unavailable,$1.4834 hourly,unavailable,unavailable
C8GD Metal-48xl,c8gd.metal-48xl,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$9.4061 hourly,unavailable,$2.8383 hourly,unavailable,unavailable
C8GN Medium,c8gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0593 hourly,unavailable,$0.0181 hourly,unavailable,unavailable
C8GN Large,c8gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1185 hourly,unavailable,$0.0458 hourly,unavailable,unavailable
C8GN Extra Large,c8gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.237 hourly,unavailable,$0.0895 hourly,unavailable,unavailable
C8GN Double Extra Large,c8gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.474 hourly,unavailable,$0.1727 hourly,unavailable,unavailable
C8GN Quadruple Extra Large,c8gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,$0.948 hourly,unavailable,$0.3642 hourly,unavailable,unavailable
C8GN Eight Extra Large,c8gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,$1.896 hourly,unavailable,$0.6857 hourly,unavailable,unavailable
C8GN 12xlarge Extra Large,c8gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,$2.844 hourly,unavailable,$0.9875 hourly,unavailable,unavailable
C8GN 16xlarge Extra Large,c8gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$3.792 hourly,unavailable,$1.2413 hourly,unavailable,unavailable
C8GN 24xlarge,c8gn.24xlarge,192 GiB,96 vCPUs,EBS only,300 Gigabit,$5.688 hourly,unavailable,$1.8862 hourly,unavailable,unavailable
C8GN 48xlarge,c8gn.48xlarge,384 GiB,192 vCPUs,EBS only,600 Gigabit,$11.376 hourly,unavailable,$3.6102 hourly,unavailable,unavailable
C8GN Metal-24xl,c8gn.metal-24xl,192 GiB,96 vCPUs,EBS only,300 Gigabit,$5.688 hourly,unavailable,$1.7649 hourly,unavailable,unavailable
C8GN Metal-48xl,c8gn.metal-48xl,384 GiB,192 vCPUs,EBS only,600 Gigabit,$11.376 hourly,unavailable,$3.2102 hourly,unavailable,unavailable
Cluster Compute Eight Extra Large,cc2.8xlarge,60.5 GiB,32 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,$2.00 hourly,unavailable
High Memory Cluster Eight Extra Large,cr1.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$3.50 hourly,unavailable,unavailable,$3.831 hourly,unavailable
D2 Extra Large,d2.xlarge,30.5 GiB,4 vCPUs,6144 GB (3×2048 GB HDD),Moderate,$0.69 hourly,$0.402 hourly,$0.237 hourly,$0.821 hourly,$0.472 hourly
D2 Double Extra Large,d2.2xlarge,61 GiB,8 vCPUs,12288 GB (6×2048 GB HDD),High,$1.38 hourly,$0.804 hourly,$0.4879 hourly,$1.601 hourly,$0.885 hourly
D2 Quadruple Extra Large,d2.4xlarge,122 GiB,16 vCPUs,24576 GB (12×2048 GB HDD),High,$2.76 hourly,$1.608 hourly,$0.907 hourly,$3.062 hourly,$1.69 hourly
D2 Eight Extra Large,d2.8xlarge,244 GiB,36 vCPUs,49152 GB (24×2048 GB HDD),10 Gigabit,$5.52 hourly,$3.216 hourly,$1.7947 hourly,$6.198 hourly,$3.30 hourly
D3 Extra Large,d3.xlarge,32 GiB,4 vCPUs,5940 GB (3×1980 GB NVMe HDD),Up to 15 Gigabit,$0.499 hourly,$0.315 hourly,$0.1695 hourly,$0.683 hourly,$0.499 hourly
D3 Double Extra Large,d3.2xlarge,64 GiB,8 vCPUs,11880 GB (6×1980 GB NVMe HDD),Up to 15 Gigabit,$0.999 hourly,$0.629 hourly,$0.3832 hourly,$1.367 hourly,$0.997 hourly
D3 Quadruple Extra Large,d3.4xlarge,128 GiB,16 vCPUs,23760 GB (12×1980 GB NVMe HDD),Up to 15 Gigabit,$1.998 hourly,$1.259 hourly,$0.7614 hourly,$2.734 hourly,$1.995 hourly
D3 Eight Extra Large,d3.8xlarge,256 GiB,32 vCPUs,47520 GB (24×1980 GB NVMe HDD),25 Gigabit,$3.9955 hourly,$2.5172 hourly,$1.5121 hourly,$5.4675 hourly,$3.9892 hourly
D3EN Large,d3en.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Extra Large,d3en.xlarge,16 GiB,4 vCPUs,27960 GB (2×13980 GB NVMe HDD),Up to 25 Gigabit,$0.526 hourly,$0.331 hourly,$0.1754 hourly,$0.71 hourly,$0.515 hourly
D3EN Double Extra Large,d3en.2xlarge,32 GiB,8 vCPUs,55920 GB (4×13980 GB NVMe HDD),Up to 25 Gigabit,$1.051 hourly,$0.662 hourly,$0.3782 hourly,$1.419 hourly,$1.03 hourly
D3EN Quadruple Extra Large,d3en.4xlarge,64 GiB,16 vCPUs,111840 GB (8×13980 GB NVMe HDD),25 Gigabit,$2.103 hourly,$1.325 hourly,$0.7192 hourly,$2.839 hourly,$2.061 hourly
D3EN 6xlarge,d3en.6xlarge,96 GiB,24 vCPUs,167760 GB (12×13980 GB NVMe HDD),40 Gigabit,$3.154 hourly,$1.987 hourly,$1.105 hourly,$4.258 hourly,$3.091 hourly
D3EN Eight Extra Large,d3en.8xlarge,128 GiB,32 vCPUs,223680 GB (16×13980 GB NVMe HDD),50 Gigabit,$4.2058 hourly,$2.6496 hourly,$1.5051 hourly,$5.6778 hourly,$4.1216 hourly
D3EN 12xlarge Extra Large,d3en.12xlarge,192 GiB,48 vCPUs,335520 GB (24×13980 GB NVMe HDD),75 Gigabit,$6.3086 hourly,$3.9744 hourly,$1.9884 hourly,$8.5166 hourly,$6.1824 hourly
DL1 24xlarge,dl1.24xlarge,768 GiB,96 vCPUs,4000 GB (4×1000 GB NVMe SSD),4x 100 Gigabit,$13.109 hourly,$8.2587 hourly,$3.8351 hourly,unavailable,unavailable
DL2Q 24xlarge,dl2q.24xlarge,768 GiB,96 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F1 Double Extra Large,f1.2xlarge,122 GiB,8 vCPUs,470 GB NVMe SSD,Up to 10 Gigabit,$1.65 hourly,unavailable,$0.5526 hourly,$1.65 hourly,unavailable
F1 Quadruple Extra Large,f1.4xlarge,244 GiB,16 vCPUs,940 GB NVMe SSD,Up to 10 Gigabit,$3.30 hourly,unavailable,$1.0408 hourly,unavailable,unavailable
F1 16xlarge Extra Large,f1.16xlarge,976 GiB,64 vCPUs,3760 GB (4×940 GB NVMe SSD),25 Gigabit,$13.20 hourly,unavailable,$4.1649 hourly,$13.20 hourly,unavailable
F2 6xlarge,f2.6xlarge,256 GiB,24 vCPUs,940 GB NVMe SSD,12.5 Gigabit,$1.98 hourly,unavailable,$0.4535 hourly,unavailable,unavailable
F2 12xlarge Extra Large,f2.12xlarge,512 GiB,48 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,$3.96 hourly,unavailable,$1.4423 hourly,unavailable,unavailable
F2 48xlarge,f2.48xlarge,2048 GiB,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,$15.84 hourly,unavailable,$5.0331 hourly,unavailable,unavailable
G2 Double Extra Large,g2.2xlarge,15 GiB,8 vCPUs,EBS only,Moderate,$0.65 hourly,unavailable,unavailable,$0.767 hourly,unavailable
G2 Eight Extra Large,g2.8xlarge,60 GiB,32 vCPUs,EBS only,High,$2.60 hourly,unavailable,unavailable,$2.878 hourly,unavailable
G3 Graphics GPU Quadruple Extra Large,g3.4xlarge,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.14 hourly,unavailable,unavailable,$1.876 hourly,unavailable
G3 Graphics GPU Eight Extra Large,g3.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$2.28 hourly,unavailable,unavailable,$3.752 hourly,unavailable
G3 Graphics GPU 16xlarge Extra Large,g3.16xlarge,488 GiB,64 vCPUs,EBS only,20 Gigabit,$4.56 hourly,unavailable,unavailable,$7.504 hourly,unavailable
G3S Extra Large,g3s.xlarge,30.5 GiB,4 vCPUs,EBS only,10 Gigabit,$0.75 hourly,unavailable,unavailable,$0.934 hourly,unavailable
G4AD Extra Large,g4ad.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.3785 hourly,$0.2385 hourly,$0.1383 hourly,$0.5625 hourly,$0.4225 hourly
G4AD Double Extra Large,g4ad.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.5412 hourly,$0.3409 hourly,$0.2195 hourly,$0.9092 hourly,$0.7089 hourly
G4AD Quadruple Extra Large,g4ad.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 10 Gigabit,$0.867 hourly,$0.5462 hourly,$0.3906 hourly,$1.603 hourly,$1.2822 hourly
G4AD Eight Extra Large,g4ad.8xlarge,128 GiB,32 vCPUs,1200 GB NVMe SSD,15 Gigabit,$1.734 hourly,$1.0924 hourly,$0.7126 hourly,$3.206 hourly,$2.5644 hourly
G4AD 16xlarge Extra Large,g4ad.16xlarge,256 GiB,64 vCPUs,2400 GB (2×1200 GB NVMe SSD),25 Gigabit,$3.468 hourly,$2.1848 hourly,$1.4133 hourly,$6.412 hourly,$5.1288 hourly
G4DN Extra Large,g4dn.xlarge,16 GiB,4 vCPUs,125 GB NVMe SSD,Up to 25 Gigabit,$0.526 hourly,$0.331 hourly,$0.2125 hourly,$0.71 hourly,$0.515 hourly
G4DN Double Extra Large,g4dn.2xlarge,32 GiB,8 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,$0.752 hourly,$0.474 hourly,$0.323 hourly,$1.12 hourly,$0.842 hourly
G4DN Quadruple Extra Large,g4dn.4xlarge,64 GiB,16 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,$1.204 hourly,$0.759 hourly,$0.4214 hourly,$1.94 hourly,$1.495 hourly
G4DN Eight Extra Large,g4dn.8xlarge,128 GiB,32 vCPUs,900 GB NVMe SSD,50 Gigabit,$2.176 hourly,$1.371 hourly,$0.7847 hourly,$3.648 hourly,$2.843 hourly
G4DN 12xlarge Extra Large,g4dn.12xlarge,192 GiB,48 vCPUs,900 GB NVMe SSD,50 Gigabit,$3.912 hourly,$2.465 hourly,$1.3406 hourly,$6.12 hourly,$4.673 hourly
G4DN 16xlarge Extra Large,g4dn.16xlarge,256 GiB,64 vCPUs,900 GB NVMe SSD,50 Gigabit,$4.352 hourly,$2.742 hourly,$1.4333 hourly,$7.296 hourly,$5.686 hourly
G4DN Metal,g4dn.metal,384 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,$7.824 hourly,$4.929 hourly,$3.3204 hourly,$12.24 hourly,$9.345 hourly
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,16 GiB,4 vCPUs,250 GB NVMe SSD,Up to 10 Gigabit,$1.006 hourly,$0.6338 hourly,$0.4264 hourly,$1.19 hourly,$0.6338 hourly
G5 Graphics and Machine Learning GPU Double Extra Large,g5.2xlarge,32 GiB,8 vCPUs,450 GB NVMe SSD,Up to 10 Gigabit,$1.212 hourly,$0.7636 hourly,$0.5603 hourly,$1.58 hourly,$0.7636 hourly
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,$1.624 hourly,$1.0231 hourly,$0.6408 hourly,$2.36 hourly,$1.0231 hourly
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,128 GiB,32 vCPUs,900 GB NVMe SSD,25 Gigabit,$2.448 hourly,$1.5422 hourly,$1.0856 hourly,$3.92 hourly,$1.5422 hourly
G5 Graphics and Machine Learning GPU 12xlarge Extra Large,g5.12xlarge,192 GiB,48 vCPUs,3800 GB NVMe SSD,40 Gigabit,$5.672 hourly,$3.5734 hourly,$2.5433 hourly,$7.88 hourly,$3.5734 hourly
G5 Graphics and Machine Learning GPU 16xlarge Extra Large,g5.16xlarge,256 GiB,64 vCPUs,1900 GB NVMe SSD,25 Gigabit,$4.096 hourly,$2.5805 hourly,$1.4782 hourly,$7.04 hourly,$2.5805 hourly
G5 Graphics and Machine Learning GPU 24xlarge,g5.24xlarge,384 GiB,96 vCPUs,3800 GB NVMe SSD,50 Gigabit,$8.144 hourly,$5.1307 hourly,$3.8536 hourly,$12.56 hourly,$5.1307 hourly
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,768 GiB,192 vCPUs,7600 GB (2×3800 GB NVMe SSD),100 Gigabit,$16.288 hourly,$10.2614 hourly,$5.8696 hourly,$25.12 hourly,$10.2614 hourly
G5G Extra Large,g5g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.42 hourly,$0.2646 hourly,$0.1564 hourly,unavailable,unavailable
G5G Double Extra Large,g5g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.556 hourly,$0.3503 hourly,$0.357 hourly,unavailable,unavailable
G5G Quadruple Extra Large,g5g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.828 hourly,$0.5216 hourly,$0.314 hourly,unavailable,unavailable
G5G Eight Extra Large,g5g.8xlarge,64 GiB,32 vCPUs,EBS only,12 Gigabit,$1.372 hourly,$0.8644 hourly,$0.6068 hourly,unavailable,unavailable
G5G 16xlarge Extra Large,g5g.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$2.744 hourly,$1.7287 hourly,$0.8739 hourly,unavailable,unavailable
G5G Metal,g5g.metal,128 GiB,64 vCPUs,EBS only,25 Gigabit,$2.744 hourly,$1.7287 hourly,$0.8677 hourly,unavailable,unavailable
