Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C5 High-CPU 24xlarge,c5.24xlarge,192 GiB,96 vCPUs,EBS only,25 Gigabit,$5.136 hourly,$3.236 hourly,$1.3022 hourly,$9.552 hourly,$7.652 hourly
C5 High-CPU Metal,c5.metal,192 GiB,96 vCPUs,EBS only,25 Gigabit,$5.136 hourly,$3.236 hourly,$1.1525 hourly,$9.552 hourly,$7.652 hourly
C5A Large,c5a.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.096 hourly,$0.06 hourly,$0.0326 hourly,$0.188 hourly,$0.152 hourly
C5A Extra Large,c5a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.192 hourly,$0.121 hourly,$0.0806 hourly,$0.376 hourly,$0.305 hourly
C5A Double Extra Large,c5a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.384 hourly,$0.242 hourly,$0.1642 hourly,$0.752 hourly,$0.61 hourly
C5A Quadruple Extra Large,c5a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.768 hourly,$0.484 hourly,$0.277 hourly,$1.504 hourly,$1.22 hourly
C5A Eight Extra Large,c5a.8xlarge,64 GiB,32 vCPUs,EBS only,10 Gigabit,$1.536 hourly,$0.968 hourly,$0.4314 hourly,$3.008 hourly,$2.44 hourly
C5A 12xlarge Extra Large,c5a.12xlarge,96 GiB,48 vCPUs,EBS only,12 Gigabit,$2.304 hourly,$1.452 hourly,$0.6455 hourly,$4.512 hourly,$3.66 hourly
C5A 16xlarge Extra Large,c5a.16xlarge,128 GiB,64 vCPUs,EBS only,20 Gigabit,$3.072 hourly,$1.935 hourly,$0.9401 hourly,$6.016 hourly,$4.879 hourly
C5A 24xlarge,c5a.24xlarge,192 GiB,96 vCPUs,EBS only,20 Gigabit,$4.608 hourly,$2.903 hourly,$1.3435 hourly,$9.024 hourly,$7.319 hourly
C5AD Large,c5ad.large,4 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Extra Large,c5ad.xlarge,8 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Double Extra Large,c5ad.2xlarge,16 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Quadruple Extra Large,c5ad.4xlarge,32 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Eight Extra Large,c5ad.8xlarge,64 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 12xlarge Extra Large,c5ad.12xlarge,96 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 16xlarge Extra Large,c5ad.16xlarge,128 GiB,64 vCPUs,2400 GB (2×1200 GB NVMe SSD),20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 24xlarge,c5ad.24xlarge,192 GiB,96 vCPUs,3800 GB (2×1900 GB NVMe SSD),20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5 High-CPU Large,c5d.large,4 GiB,2 vCPUs,50 GB NVMe SSD,Up to 10 Gigabit,$0.122 hourly,$0.077 hourly,$0.05 hourly,$0.214 hourly,$0.169 hourly
C5 High-CPU Extra Large,c5d.xlarge,8 GiB,4 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,$0.244 hourly,$0.154 hourly,$0.0917 hourly,$0.428 hourly,$0.338 hourly
C5 High-CPU Double Extra Large,c5d.2xlarge,16 GiB,8 vCPUs,200 GB NVMe SSD,Up to 10 Gigabit,$0.488 hourly,$0.307 hourly,$0.2053 hourly,$0.856 hourly,$0.675 hourly
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,32 GiB,16 vCPUs,400 GB NVMe SSD,Up to 10 Gigabit,$0.976 hourly,$0.615 hourly,$0.2893 hourly,$1.712 hourly,$1.351 hourly
C5 High-CPU 9xlarge,c5d.9xlarge,72 GiB,36 vCPUs,900 GB NVMe SSD,12 Gigabit,$2.196 hourly,$1.383 hourly,$0.7008 hourly,$3.852 hourly,$3.039 hourly
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,96 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$2.928 hourly,$1.845 hourly,$0.7059 hourly,$5.136 hourly,$4.053 hourly
C5 High-CPU 18xlarge,c5d.18xlarge,144 GiB,72 vCPUs,1800 GB (2×900 GB NVMe SSD),25 Gigabit,$4.392 hourly,$2.767 hourly,$0.8765 hourly,$7.704 hourly,$6.079 hourly
C5 High-CPU 24xlarge,c5d.24xlarge,192 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$5.856 hourly,$3.689 hourly,$1.5936 hourly,$10.272 hourly,$8.105 hourly
C5 High-CPU Metal,c5d.metal,192 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$5.856 hourly,$3.689 hourly,$1.2363 hourly,$10.272 hourly,$8.105 hourly
C5N Large,c5n.large,5.25 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.136 hourly,$0.086 hourly,$0.0299 hourly,$0.228 hourly,$0.178 hourly
C5N Extra Large,c5n.xlarge,10.5 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.272 hourly,$0.171 hourly,$0.0917 hourly,$0.456 hourly,$0.355 hourly
C5N Double Extra Large,c5n.2xlarge,21 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.544 hourly,$0.343 hourly,$0.1695 hourly,$0.912 hourly,$0.711 hourly
C5N Quadruple Extra Large,c5n.4xlarge,42 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$1.088 hourly,$0.685 hourly,$0.2283 hourly,$1.824 hourly,$1.421 hourly
C5N 9xlarge,c5n.9xlarge,96 GiB,36 vCPUs,EBS only,50 Gigabit,$2.448 hourly,$1.542 hourly,$0.6314 hourly,$4.104 hourly,$3.198 hourly
C5N 18xlarge,c5n.18xlarge,192 GiB,72 vCPUs,EBS only,100 Gigabit,$4.896 hourly,$3.084 hourly,$1.1268 hourly,$8.208 hourly,$6.396 hourly
C5N Metal,c5n.metal,192 GiB,72 vCPUs,EBS only,100 Gigabit,$4.896 hourly,$3.084 hourly,$1.0709 hourly,$8.208 hourly,$6.396 hourly
C6A Large,c6a.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0963 hourly,$0.0635 hourly,$0.0313 hourly,$0.1883 hourly,$0.1555 hourly
C6A Extra Large,c6a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1926 hourly,$0.127 hourly,$0.0769 hourly,$0.3766 hourly,$0.311 hourly
C6A Double Extra Large,c6a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.3852 hourly,$0.254 hourly,$0.1568 hourly,$0.7532 hourly,$0.254 hourly
C6A Quadruple Extra Large,c6a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.7704 hourly,$0.508 hourly,$0.2987 hourly,$1.5064 hourly,$0.508 hourly
C6A Eight Extra Large,c6a.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.5408 hourly,$1.0161 hourly,$0.5989 hourly,$3.0128 hourly,$1.0161 hourly
C6A 12xlarge Extra Large,c6a.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.3112 hourly,$1.5241 hourly,$0.6579 hourly,$4.5192 hourly,$1.5241 hourly
C6A 16xlarge Extra Large,c6a.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$3.0816 hourly,$2.0321 hourly,$0.9809 hourly,$6.0256 hourly,$2.0321 hourly
C6A 24xlarge,c6a.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.6224 hourly,$3.0482 hourly,$1.3109 hourly,$9.0384 hourly,$7.4642 hourly
C6A 32xlarge,c6a.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$6.1632 hourly,$4.0643 hourly,$1.3289 hourly,$12.0512 hourly,$4.0643 hourly
C6A 48xlarge,c6a.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.2448 hourly,$6.0964 hourly,$2.0936 hourly,$18.0768 hourly,$14.9284 hourly
C6A Metal,c6a.metal,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.2448 hourly,$6.0964 hourly,$1.939 hourly,$18.0768 hourly,$6.0964 hourly
C6G Medium,c6g.medium,2 GiB,1 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly,$0.027 hourly,$0.0131 hourly,unavailable,unavailable
C6G Large,c6g.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.0856 hourly,$0.0539 hourly,$0.0249 hourly,unavailable,unavailable
C6G Extra Large,c6g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.1712 hourly,$0.1079 hourly,$0.0571 hourly,unavailable,unavailable
C6G Double Extra Large,c6g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.3424 hourly,$0.2157 hourly,$0.1213 hourly,unavailable,unavailable
C6G Quadruple Extra Large,c6g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.6848 hourly,$0.4314 hourly,$0.2131 hourly,unavailable,unavailable
C6G Eight Extra Large,c6g.8xlarge,64 GiB,32 vCPUs,EBS only,12 Gigabit,$1.3696 hourly,$0.8628 hourly,$0.3965 hourly,unavailable,unavailable
C6G 12xlarge Extra Large,c6g.12xlarge,96 GiB,48 vCPUs,EBS only,20 Gigabit,$2.0544 hourly,$1.2943 hourly,$0.4716 hourly,unavailable,unavailable
C6G 16xlarge Extra Large,c6g.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$2.7392 hourly,$1.7257 hourly,$0.7689 hourly,unavailable,unavailable
C6G Metal,c6g.metal,128 GiB,64 vCPUs,EBS only,25 Gigabit,$2.7392 hourly,$1.7257 hourly,$0.6718 hourly,unavailable,unavailable
C6GD Medium,c6gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly,$0.031 hourly,$0.0112 hourly,unavailable,unavailable
C6GD Large,c6gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.098 hourly,$0.0619 hourly,$0.0346 hourly,unavailable,unavailable
C6GD Extra Large,c6gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.196 hourly,$0.1239 hourly,$0.0556 hourly,unavailable,unavailable
C6GD Double Extra Large,c6gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,$0.392 hourly,$0.2478 hourly,$0.0838 hourly,unavailable,unavailable
C6GD Quadruple Extra Large,c6gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.784 hourly,$0.4956 hourly,$0.2126 hourly,unavailable,unavailable
C6GD Eight Extra Large,c6gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$1.568 hourly,$0.9911 hourly,$0.3781 hourly,unavailable,unavailable
C6GD 12xlarge Extra Large,c6gd.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$2.352 hourly,$1.4867 hourly,$0.5195 hourly,unavailable,unavailable
C6GD 16xlarge Extra Large,c6gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.136 hourly,$1.9823 hourly,$0.6565 hourly,unavailable,unavailable
C6GD Metal,c6gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.136 hourly,$1.9823 hourly,$0.7057 hourly,unavailable,unavailable
C6GN Medium,c6gn.medium,2 GiB,1 vCPUs,EBS only,Up to 16 Gigabit,$0.0545 hourly,$0.0341 hourly,$0.0123 hourly,unavailable,unavailable
C6GN Large,c6gn.large,4 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.109 hourly,$0.0683 hourly,$0.0306 hourly,unavailable,unavailable
C6GN Extra Large,c6gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.218 hourly,$0.1365 hourly,$0.0632 hourly,unavailable,unavailable
C6GN Double Extra Large,c6gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.436 hourly,$0.273 hourly,$0.1308 hourly,unavailable,unavailable
C6GN Quadruple Extra Large,c6gn.4xlarge,32 GiB,16 vCPUs,EBS only,25 Gigabit,$0.872 hourly,$0.546 hourly,$0.2369 hourly,unavailable,unavailable
C6GN Eight Extra Large,c6gn.8xlarge,64 GiB,32 vCPUs,EBS only,50 Gigabit,$1.744 hourly,$1.0919 hourly,$0.3814 hourly,unavailable,unavailable
C6GN 12xlarge Extra Large,c6gn.12xlarge,96 GiB,48 vCPUs,EBS only,75 Gigabit,$2.616 hourly,$1.6379 hourly,$0.5797 hourly,unavailable,unavailable
C6GN 16xlarge Extra Large,c6gn.16xlarge,128 GiB,64 vCPUs,EBS only,100 Gigabit,$3.488 hourly,$2.1839 hourly,$0.8351 hourly,unavailable,unavailable
C6GN Metal,c6gn.metal,128 GiB,64 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C6I Large,c6i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.107 hourly,$0.0706 hourly,$0.0314 hourly,$0.199 hourly,$0.1626 hourly
C6I Extra Large,c6i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.214 hourly,$0.1411 hourly,$0.0643 hourly,$0.398 hourly,$0.3251 hourly
C6I Double Extra Large,c6i.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.428 hourly,$0.2822 hourly,$0.1507 hourly,$0.796 hourly,$0.2822 hourly
C6I Quadruple Extra Large,c6i.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.856 hourly,$0.5645 hourly,$0.2434 hourly,$1.592 hourly,$1.3005 hourly
C6I Eight Extra Large,c6i.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.712 hourly,$1.129 hourly,$0.4201 hourly,$3.184 hourly,$2.601 hourly
C6I 12xlarge Extra Large,c6i.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.568 hourly,$1.6934 hourly,$0.7315 hourly,$4.776 hourly,$1.6934 hourly
C6I 16xlarge Extra Large,c6i.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$3.424 hourly,$2.2579 hourly,$0.9712 hourly,$6.368 hourly,$2.2579 hourly
C6I 24xlarge,c6i.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.136 hourly,$3.3869 hourly,$1.3026 hourly,$9.552 hourly,$7.8029 hourly
C6I 32xlarge,c6i.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$6.848 hourly,$4.5158 hourly,$1.523 hourly,$12.736 hourly,$10.4038 hourly
C6I Metal,c6i.metal,256 GiB,128 vCPUs,EBS only,50 Gigabit,$6.848 hourly,$4.5158 hourly,$1.617 hourly,$12.736 hourly,$4.5158 hourly
C6ID Large,c6id.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1281 hourly,$0.0843 hourly,$0.0309 hourly,$0.2201 hourly,$0.0843 hourly
C6ID Extra Large,c6id.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2562 hourly,$0.1687 hourly,$0.0685 hourly,$0.4402 hourly,$0.3527 hourly
C6ID Double Extra Large,c6id.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,$0.5124 hourly,$0.3374 hourly,$0.2125 hourly,$0.8804 hourly,$0.3374 hourly
C6ID Quadruple Extra Large,c6id.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 12.5 Gigabit,$1.0248 hourly,$0.6747 hourly,$0.3007 hourly,$1.7608 hourly,$0.6747 hourly
C6ID Eight Extra Large,c6id.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,12.5 Gigabit,$2.0496 hourly,$1.3495 hourly,$0.5718 hourly,$3.5216 hourly,$2.8215 hourly
C6ID 12xlarge Extra Large,c6id.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),18.75 Gigabit,$3.0744 hourly,$2.0242 hourly,$0.6897 hourly,$5.2824 hourly,$4.2322 hourly
C6ID 16xlarge Extra Large,c6id.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$4.0992 hourly,$2.6989 hourly,$0.9933 hourly,$7.0432 hourly,$5.6429 hourly
C6ID 24xlarge,c6id.24xlarge,192 GiB,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),37.5 Gigabit,$6.1488 hourly,$4.0484 hourly,$1.3575 hourly,$10.5648 hourly,$4.0484 hourly
C6ID 32xlarge,c6id.32xlarge,256 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$8.1984 hourly,$5.3978 hourly,$1.7959 hourly,$14.0864 hourly,$11.2858 hourly
C6ID Metal,c6id.metal,256 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$8.1984 hourly,$5.3978 hourly,$1.7852 hourly,$14.0864 hourly,$11.2858 hourly
C6IN Large,c6in.large,4 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1428 hourly,$0.09 hourly,$0.0467 hourly,$0.2348 hourly,$0.182 hourly
C6IN Extra Large,c6in.xlarge,8 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,$0.2856 hourly,$0.1799 hourly,$0.0933 hourly,$0.4696 hourly,$0.3639 hourly
C6IN Double Extra Large,c6in.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,$0.5712 hourly,$0.3599 hourly,$0.1754 hourly,$0.9392 hourly,$0.3599 hourly
C6IN Quadruple Extra Large,c6in.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,$1.1424 hourly,$0.7197 hourly,$0.3438 hourly,$1.8784 hourly,$1.4557 hourly
C6IN Eight Extra Large,c6in.8xlarge,64 GiB,32 vCPUs,EBS only,50 Gigabit,$2.2848 hourly,$1.4394 hourly,$0.6371 hourly,$3.7568 hourly,$1.4394 hourly
C6IN 12xlarge Extra Large,c6in.12xlarge,96 GiB,48 vCPUs,EBS only,75 Gigabit,$3.4272 hourly,$2.1591 hourly,$1.2417 hourly,$5.6352 hourly,$4.3671 hourly
C6IN 16xlarge Extra Large,c6in.16xlarge,128 GiB,64 vCPUs,EBS only,100 Gigabit,$4.5696 hourly,$2.8789 hourly,$1.3605 hourly,$7.5136 hourly,$5.8229 hourly
C6IN 24xlarge,c6in.24xlarge,192 GiB,96 vCPUs,EBS only,150 Gigabit,$6.8544 hourly,$4.3183 hourly,$1.5371 hourly,$11.2704 hourly,$8.7343 hourly
C6IN 32xlarge,c6in.32xlarge,256 GiB,128 vCPUs,EBS only,200 Gigabit,$9.1392 hourly,$5.7577 hourly,$2.0026 hourly,$15.0272 hourly,$11.6457 hourly
C6IN Metal,c6in.metal,256 GiB,128 vCPUs,EBS only,200 Gigabit,$9.1392 hourly,$5.7577 hourly,$2.0138 hourly,$15.0272 hourly,$11.6457 hourly
C7A Medium,c7a.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0646 hourly,$0.0426 hourly,$0.0235 hourly,$0.1106 hourly,$0.0886 hourly
C7A Large,c7a.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1292 hourly,$0.0852 hourly,$0.0486 hourly,$0.2212 hourly,$0.1772 hourly
C7A Extra Large,c7a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2584 hourly,$0.1704 hourly,$0.0853 hourly,$0.4424 hourly,$0.3544 hourly
C7A Double Extra Large,c7a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.5168 hourly,$0.3408 hourly,$0.1964 hourly,$0.8848 hourly,$0.7088 hourly
C7A Quadruple Extra Large,c7a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$1.0336 hourly,$0.6816 hourly,$0.3361 hourly,$1.7696 hourly,$1.4176 hourly
C7A Eight Extra Large,c7a.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$2.0672 hourly,$1.3632 hourly,$0.8129 hourly,$3.5392 hourly,$2.8352 hourly
C7A 12xlarge Extra Large,c7a.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$3.1008 hourly,$2.0448 hourly,$1.1979 hourly,$5.3088 hourly,$4.2528 hourly
C7A 16xlarge Extra Large,c7a.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$4.1344 hourly,$2.7264 hourly,$1.1754 hourly,$7.0784 hourly,$5.6704 hourly
C7A 24xlarge,c7a.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$6.2016 hourly,$4.0896 hourly,$1.9276 hourly,$10.6176 hourly,$8.5056 hourly
C7A 32xlarge,c7a.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$8.2688 hourly,$5.4528 hourly,$1.8647 hourly,$14.1568 hourly,$11.3408 hourly
C7A 48xlarge,c7a.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$12.4032 hourly,$8.1792 hourly,$2.7726 hourly,$21.2352 hourly,$17.0112 hourly
C7A Metal-48xl,c7a.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$12.4032 hourly,$8.1792 hourly,$2.5948 hourly,$21.2352 hourly,$17.0112 hourly
C7G Medium,c7g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0455 hourly,$0.03 hourly,$0.0123 hourly,unavailable,unavailable
C7G Large,c7g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.091 hourly,$0.06 hourly,$0.0347 hourly,unavailable,unavailable
C7G Extra Large,c7g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1819 hourly,$0.12 hourly,$0.0637 hourly,unavailable,unavailable
C7G Double Extra Large,c7g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.3638 hourly,$0.2399 hourly,$0.1163 hourly,unavailable,unavailable
C7G Quadruple Extra Large,c7g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.7277 hourly,$0.4798 hourly,$0.2364 hourly,unavailable,unavailable
C7G Eight Extra Large,c7g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.4554 hourly,$0.9597 hourly,$0.4542 hourly,unavailable,unavailable
C7G 12xlarge Extra Large,c7g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.183 hourly,$1.4395 hourly,$0.6184 hourly,unavailable,unavailable
C7G 16xlarge Extra Large,c7g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.9107 hourly,$1.9193 hourly,$0.8934 hourly,unavailable,unavailable
C7G Metal,c7g.metal,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.9107 hourly,$1.9193 hourly,$0.6364 hourly,unavailable,unavailable
C7GD Medium,c7gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0577 hourly,$0.038 hourly,$0.0124 hourly,unavailable,unavailable
C7GD Large,c7gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1153 hourly,$0.0759 hourly,$0.034 hourly,unavailable,unavailable
C7GD Extra Large,c7gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2306 hourly,$0.1518 hourly,$0.0749 hourly,unavailable,unavailable
C7GD Double Extra Large,c7gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.4612 hourly,$0.3036 hourly,$0.153 hourly,unavailable,unavailable
C7GD Quadruple Extra Large,c7gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.9224 hourly,$0.6073 hourly,$0.3153 hourly,unavailable,unavailable
C7GD Eight Extra Large,c7gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$1.8448 hourly,$1.2145 hourly,$0.5502 hourly,unavailable,unavailable
C7GD 12xlarge Extra Large,c7gd.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$2.7672 hourly,$1.8218 hourly,$0.7135 hourly,unavailable,unavailable
C7GD 16xlarge Extra Large,c7gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.6896 hourly,$2.4291 hourly,$0.8078 hourly,unavailable,unavailable
C7GD Metal,c7gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.6896 hourly,$2.4291 hourly,$0.82 hourly,unavailable,unavailable
C7GN Medium,c7gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0787 hourly,$0.0492 hourly,$0.0179 hourly,unavailable,unavailable
C7GN Large,c7gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1574 hourly,$0.0983 hourly,$0.0372 hourly,unavailable,unavailable
C7GN Extra Large,c7gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.3148 hourly,$0.1967 hourly,$0.0708 hourly,unavailable,unavailable
C7GN Double Extra Large,c7gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.6296 hourly,$0.3933 hourly,$0.1869 hourly,unavailable,unavailable
C7GN Quadruple Extra Large,c7gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,$1.2592 hourly,$0.7867 hourly,$0.3866 hourly,unavailable,unavailable
C7GN Eight Extra Large,c7gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,$2.5184 hourly,$1.5734 hourly,$0.6548 hourly,unavailable,unavailable
C7GN 12xlarge Extra Large,c7gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,$3.7776 hourly,$2.3601 hourly,$0.8249 hourly,unavailable,unavailable
C7GN 16xlarge Extra Large,c7gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$5.0368 hourly,$3.1467 hourly,$1.1695 hourly,unavailable,unavailable
C7GN Metal,c7gn.metal,128 GiB,64 vCPUs,EBS only,200 Gigabit,$5.0368 hourly,$3.1467 hourly,$1.0975 hourly,unavailable,unavailable
C7I Large,c7i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1124 hourly,$0.0741 hourly,$0.0263 hourly,$0.2044 hourly,$0.1661 hourly
C7I Extra Large,c7i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2247 hourly,$0.1482 hourly,$0.066 hourly,$0.4087 hourly,$0.3322 hourly
