Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C7A Large,c7a.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0088 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A Extra Large,c7a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0107 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A Double Extra Large,c7a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0111 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A Quadruple Extra Large,c7a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.01 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A Eight Extra Large,c7a.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0095 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A 12xlarge Extra Large,c7a.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0094 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A 16xlarge Extra Large,c7a.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0089 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A 24xlarge,c7a.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.009 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A 32xlarge,c7a.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0087 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A 48xlarge,c7a.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0089 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7A Metal-48xl,c7a.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0257 hourly / GiB,$0.017 hourly / GiB,$0.0088 hourly / GiB,$0.0487 hourly / GiB,$0.04 hourly / GiB
C7G Medium,c7g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0182 hourly / GiB,$0.012 hourly / GiB,$0.0071 hourly / GiB,unavailable,unavailable
C7G Large,c7g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0181 hourly / GiB,$0.012 hourly / GiB,$0.0077 hourly / GiB,unavailable,unavailable
C7G Extra Large,c7g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0072 hourly / GiB,unavailable,unavailable
C7G Double Extra Large,c7g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0065 hourly / GiB,unavailable,unavailable
C7G Quadruple Extra Large,c7g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0062 hourly / GiB,unavailable,unavailable
C7G Eight Extra Large,c7g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0065 hourly / GiB,unavailable,unavailable
C7G 12xlarge Extra Large,c7g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0059 hourly / GiB,unavailable,unavailable
C7G 16xlarge Extra Large,c7g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0062 hourly / GiB,unavailable,unavailable
C7G Metal,c7g.metal,128 GiB,64 vCPUs,EBS only,30 Gigabit,$0.0181 hourly / GiB,$0.0119 hourly / GiB,$0.0062 hourly / GiB,unavailable,unavailable
C7GD Medium,c7gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0071 hourly / GiB,unavailable,unavailable
C7GD Large,c7gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0081 hourly / GiB,unavailable,unavailable
C7GD Extra Large,c7gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0082 hourly / GiB,unavailable,unavailable
C7GD Double Extra Large,c7gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.008 hourly / GiB,unavailable,unavailable
C7GD Quadruple Extra Large,c7gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0076 hourly / GiB,unavailable,unavailable
C7GD Eight Extra Large,c7gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0077 hourly / GiB,unavailable,unavailable
C7GD 12xlarge Extra Large,c7gd.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0072 hourly / GiB,unavailable,unavailable
C7GD 16xlarge Extra Large,c7gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.0073 hourly / GiB,unavailable,unavailable
C7GD Metal,c7gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$0.0227 hourly / GiB,$0.0143 hourly / GiB,$0.007 hourly / GiB,unavailable,unavailable
C7GN Medium,c7gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0098 hourly / GiB,unavailable,unavailable
C7GN Large,c7gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0103 hourly / GiB,unavailable,unavailable
C7GN Extra Large,c7gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0105 hourly / GiB,unavailable,unavailable
C7GN Double Extra Large,c7gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0107 hourly / GiB,unavailable,unavailable
C7GN Quadruple Extra Large,c7gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0114 hourly / GiB,unavailable,unavailable
C7GN Eight Extra Large,c7gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0104 hourly / GiB,unavailable,unavailable
C7GN 12xlarge Extra Large,c7gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0109 hourly / GiB,unavailable,unavailable
C7GN 16xlarge Extra Large,c7gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0106 hourly / GiB,unavailable,unavailable
C7GN Metal,c7gn.metal,128 GiB,64 vCPUs,EBS only,200 Gigabit,$0.0312 hourly / GiB,$0.0197 hourly / GiB,$0.0094 hourly / GiB,unavailable,unavailable
C7I Large,c7i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0076 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Extra Large,c7i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0084 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Double Extra Large,c7i.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0085 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Quadruple Extra Large,c7i.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0083 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Eight Extra Large,c7i.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0084 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I 12xlarge Extra Large,c7i.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0087 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I 16xlarge Extra Large,c7i.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0078 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I 24xlarge,c7i.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0086 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I 48xlarge,c7i.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0077 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Metal-24xl,c7i.metal-24xl,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0073 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I Metal-48xl,c7i.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0223 hourly / GiB,$0.0148 hourly / GiB,$0.0076 hourly / GiB,$0.0453 hourly / GiB,$0.0378 hourly / GiB
C7I-FLEX Large,c7i-flex.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0078 hourly / GiB,$0.043 hourly / GiB,$0.0359 hourly / GiB
C7I-FLEX Extra Large,c7i-flex.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0081 hourly / GiB,$0.043 hourly / GiB,$0.0359 hourly / GiB
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0091 hourly / GiB,$0.043 hourly / GiB,$0.0359 hourly / GiB
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0079 hourly / GiB,$0.043 hourly / GiB,$0.0359 hourly / GiB
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,64 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0079 hourly / GiB,$0.043 hourly / GiB,$0.0359 hourly / GiB
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,96 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0077 hourly / GiB,$0.0442 hourly / GiB,$0.037 hourly / GiB
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,128 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$0.0212 hourly / GiB,$0.014 hourly / GiB,$0.0075 hourly / GiB,$0.0442 hourly / GiB,$0.037 hourly / GiB
C8G Medium,c8g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.007 hourly / GiB,unavailable,unavailable
C8G Large,c8g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0072 hourly / GiB,unavailable,unavailable
C8G Extra Large,c8g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.007 hourly / GiB,unavailable,unavailable
C8G Double Extra Large,c8g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0077 hourly / GiB,unavailable,unavailable
C8G Quadruple Extra Large,c8g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.007 hourly / GiB,unavailable,unavailable
C8G Eight Extra Large,c8g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0074 hourly / GiB,unavailable,unavailable
C8G 12xlarge Extra Large,c8g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0068 hourly / GiB,unavailable,unavailable
C8G 16xlarge Extra Large,c8g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0067 hourly / GiB,unavailable,unavailable
C8G 24xlarge,c8g.24xlarge,192 GiB,96 vCPUs,EBS only,40 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0067 hourly / GiB,unavailable,unavailable
C8G 48xlarge,c8g.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0064 hourly / GiB,unavailable,unavailable
C8G Metal-24xl,c8g.metal-24xl,192 GiB,96 vCPUs,EBS only,40 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0067 hourly / GiB,unavailable,unavailable
C8G Metal-48xl,c8g.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0199 hourly / GiB,$0.0131 hourly / GiB,$0.0065 hourly / GiB,unavailable,unavailable
C8GD Medium,c8gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0076 hourly / GiB,unavailable,unavailable
C8GD Large,c8gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0083 hourly / GiB,unavailable,unavailable
C8GD Extra Large,c8gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.0245 hourly / GiB,unavailable,$0.009 hourly / GiB,unavailable,unavailable
C8GD Double Extra Large,c8gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0086 hourly / GiB,unavailable,unavailable
C8GD Quadruple Extra Large,c8gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0083 hourly / GiB,unavailable,unavailable
C8GD Eight Extra Large,c8gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0095 hourly / GiB,unavailable,unavailable
C8GD 12xlarge Extra Large,c8gd.12xlarge,96 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0082 hourly / GiB,unavailable,unavailable
C8GD 16xlarge Extra Large,c8gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$0.0245 hourly / GiB,unavailable,$0.008 hourly / GiB,unavailable,unavailable
C8GD 24xlarge,c8gd.24xlarge,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0082 hourly / GiB,unavailable,unavailable
C8GD 48xlarge,c8gd.48xlarge,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0084 hourly / GiB,unavailable,unavailable
C8GD Metal-24xl,c8gd.metal-24xl,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0079 hourly / GiB,unavailable,unavailable
C8GD Metal-48xl,c8gd.metal-48xl,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$0.0245 hourly / GiB,unavailable,$0.0074 hourly / GiB,unavailable,unavailable
C8GN Medium,c8gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0297 hourly / GiB,unavailable,$0.0092 hourly / GiB,unavailable,unavailable
C8GN Large,c8gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0108 hourly / GiB,unavailable,unavailable
C8GN Extra Large,c8gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.0296 hourly / GiB,unavailable,$0.011 hourly / GiB,unavailable,unavailable
C8GN Double Extra Large,c8gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0111 hourly / GiB,unavailable,unavailable
C8GN Quadruple Extra Large,c8gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0111 hourly / GiB,unavailable,unavailable
C8GN Eight Extra Large,c8gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,$0.0296 hourly / GiB,unavailable,$0.011 hourly / GiB,unavailable,unavailable
C8GN 12xlarge Extra Large,c8gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0105 hourly / GiB,unavailable,unavailable
C8GN 16xlarge Extra Large,c8gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0097 hourly / GiB,unavailable,unavailable
C8GN 24xlarge,c8gn.24xlarge,192 GiB,96 vCPUs,EBS only,300 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0102 hourly / GiB,unavailable,unavailable
C8GN 48xlarge,c8gn.48xlarge,384 GiB,192 vCPUs,EBS only,600 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0094 hourly / GiB,unavailable,unavailable
C8GN Metal-24xl,c8gn.metal-24xl,192 GiB,96 vCPUs,EBS only,300 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0096 hourly / GiB,unavailable,unavailable
C8GN Metal-48xl,c8gn.metal-48xl,384 GiB,192 vCPUs,EBS only,600 Gigabit,$0.0296 hourly / GiB,unavailable,$0.0088 hourly / GiB,unavailable,unavailable
Cluster Compute Eight Extra Large,cc2.8xlarge,60.5 GiB,32 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,$0.0331 hourly / GiB,unavailable
High Memory Cluster Eight Extra Large,cr1.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$0.0143 hourly / GiB,unavailable,unavailable,$0.0157 hourly / GiB,unavailable
D2 Extra Large,d2.xlarge,30.5 GiB,4 vCPUs,6144 GB (3×2048 GB HDD),Moderate,$0.0226 hourly / GiB,$0.0132 hourly / GiB,$0.0079 hourly / GiB,$0.0269 hourly / GiB,$0.0155 hourly / GiB
D2 Double Extra Large,d2.2xlarge,61 GiB,8 vCPUs,12288 GB (6×2048 GB HDD),High,$0.0226 hourly / GiB,$0.0132 hourly / GiB,$0.0079 hourly / GiB,$0.0262 hourly / GiB,$0.0145 hourly / GiB
D2 Quadruple Extra Large,d2.4xlarge,122 GiB,16 vCPUs,24576 GB (12×2048 GB HDD),High,$0.0226 hourly / GiB,$0.0132 hourly / GiB,$0.0075 hourly / GiB,$0.0251 hourly / GiB,$0.0139 hourly / GiB
D2 Eight Extra Large,d2.8xlarge,244 GiB,36 vCPUs,49152 GB (24×2048 GB HDD),10 Gigabit,$0.0226 hourly / GiB,$0.0132 hourly / GiB,$0.0077 hourly / GiB,$0.0254 hourly / GiB,$0.0135 hourly / GiB
D3 Extra Large,d3.xlarge,32 GiB,4 vCPUs,5940 GB (3×1980 GB NVMe HDD),Up to 15 Gigabit,$0.0156 hourly / GiB,$0.0098 hourly / GiB,$0.0053 hourly / GiB,$0.0213 hourly / GiB,$0.0156 hourly / GiB
D3 Double Extra Large,d3.2xlarge,64 GiB,8 vCPUs,11880 GB (6×1980 GB NVMe HDD),Up to 15 Gigabit,$0.0156 hourly / GiB,$0.0098 hourly / GiB,$0.0061 hourly / GiB,$0.0214 hourly / GiB,$0.0156 hourly / GiB
D3 Quadruple Extra Large,d3.4xlarge,128 GiB,16 vCPUs,23760 GB (12×1980 GB NVMe HDD),Up to 15 Gigabit,$0.0156 hourly / GiB,$0.0098 hourly / GiB,$0.0061 hourly / GiB,$0.0214 hourly / GiB,$0.0156 hourly / GiB
D3 Eight Extra Large,d3.8xlarge,256 GiB,32 vCPUs,47520 GB (24×1980 GB NVMe HDD),25 Gigabit,$0.0156 hourly / GiB,$0.0098 hourly / GiB,$0.0057 hourly / GiB,$0.0214 hourly / GiB,$0.0156 hourly / GiB
D3EN Large,d3en.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Extra Large,d3en.xlarge,16 GiB,4 vCPUs,27960 GB (2×13980 GB NVMe HDD),Up to 25 Gigabit,$0.0329 hourly / GiB,$0.0207 hourly / GiB,$0.0111 hourly / GiB,$0.0444 hourly / GiB,$0.0322 hourly / GiB
D3EN Double Extra Large,d3en.2xlarge,32 GiB,8 vCPUs,55920 GB (4×13980 GB NVMe HDD),Up to 25 Gigabit,$0.0328 hourly / GiB,$0.0207 hourly / GiB,$0.0117 hourly / GiB,$0.0443 hourly / GiB,$0.0322 hourly / GiB
D3EN Quadruple Extra Large,d3en.4xlarge,64 GiB,16 vCPUs,111840 GB (8×13980 GB NVMe HDD),25 Gigabit,$0.0329 hourly / GiB,$0.0207 hourly / GiB,$0.011 hourly / GiB,$0.0444 hourly / GiB,$0.0322 hourly / GiB
D3EN 6xlarge,d3en.6xlarge,96 GiB,24 vCPUs,167760 GB (12×13980 GB NVMe HDD),40 Gigabit,$0.0329 hourly / GiB,$0.0207 hourly / GiB,$0.0119 hourly / GiB,$0.0444 hourly / GiB,$0.0322 hourly / GiB
D3EN Eight Extra Large,d3en.8xlarge,128 GiB,32 vCPUs,223680 GB (16×13980 GB NVMe HDD),50 Gigabit,$0.0329 hourly / GiB,$0.0207 hourly / GiB,$0.0119 hourly / GiB,$0.0444 hourly / GiB,$0.0322 hourly / GiB
D3EN 12xlarge Extra Large,d3en.12xlarge,192 GiB,48 vCPUs,335520 GB (24×13980 GB NVMe HDD),75 Gigabit,$0.0329 hourly / GiB,$0.0207 hourly / GiB,$0.0106 hourly / GiB,$0.0444 hourly / GiB,$0.0322 hourly / GiB
DL1 24xlarge,dl1.24xlarge,768 GiB,96 vCPUs,4000 GB (4×1000 GB NVMe SSD),4x 100 Gigabit,$0.0171 hourly / GiB,$0.0108 hourly / GiB,$0.005 hourly / GiB,unavailable,unavailable
DL2Q 24xlarge,dl2q.24xlarge,768 GiB,96 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F1 Double Extra Large,f1.2xlarge,122 GiB,8 vCPUs,470 GB NVMe SSD,Up to 10 Gigabit,$0.0135 hourly / GiB,unavailable,$0.0045 hourly / GiB,$0.0135 hourly / GiB,unavailable
F1 Quadruple Extra Large,f1.4xlarge,244 GiB,16 vCPUs,940 GB NVMe SSD,Up to 10 Gigabit,$0.0135 hourly / GiB,unavailable,$0.0043 hourly / GiB,unavailable,unavailable
F1 16xlarge Extra Large,f1.16xlarge,976 GiB,64 vCPUs,3760 GB (4×940 GB NVMe SSD),25 Gigabit,$0.0135 hourly / GiB,unavailable,$0.0043 hourly / GiB,$0.0135 hourly / GiB,unavailable
F2 6xlarge,f2.6xlarge,256 GiB,24 vCPUs,940 GB NVMe SSD,12.5 Gigabit,$0.0077 hourly / GiB,unavailable,$0.0021 hourly / GiB,unavailable,unavailable
F2 12xlarge Extra Large,f2.12xlarge,512 GiB,48 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,$0.0077 hourly / GiB,unavailable,$0.0028 hourly / GiB,unavailable,unavailable
F2 48xlarge,f2.48xlarge,2048 GiB,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,$0.0077 hourly / GiB,unavailable,$0.0025 hourly / GiB,unavailable,unavailable
G2 Double Extra Large,g2.2xlarge,15 GiB,8 vCPUs,EBS only,Moderate,$0.0433 hourly / GiB,unavailable,unavailable,$0.0511 hourly / GiB,unavailable
G2 Eight Extra Large,g2.8xlarge,60 GiB,32 vCPUs,EBS only,High,$0.0433 hourly / GiB,unavailable,unavailable,$0.048 hourly / GiB,unavailable
G3 Graphics GPU Quadruple Extra Large,g3.4xlarge,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0093 hourly / GiB,unavailable,unavailable,$0.0154 hourly / GiB,unavailable
G3 Graphics GPU Eight Extra Large,g3.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$0.0093 hourly / GiB,unavailable,unavailable,$0.0154 hourly / GiB,unavailable
G3 Graphics GPU 16xlarge Extra Large,g3.16xlarge,488 GiB,64 vCPUs,EBS only,20 Gigabit,$0.0093 hourly / GiB,unavailable,unavailable,$0.0154 hourly / GiB,unavailable
G3S Extra Large,g3s.xlarge,30.5 GiB,4 vCPUs,EBS only,10 Gigabit,$0.0246 hourly / GiB,unavailable,unavailable,$0.0306 hourly / GiB,unavailable
G4AD Extra Large,g4ad.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.0237 hourly / GiB,$0.0149 hourly / GiB,$0.0086 hourly / GiB,$0.0352 hourly / GiB,$0.0264 hourly / GiB
G4AD Double Extra Large,g4ad.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.0169 hourly / GiB,$0.0107 hourly / GiB,$0.0067 hourly / GiB,$0.0284 hourly / GiB,$0.0222 hourly / GiB
G4AD Quadruple Extra Large,g4ad.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 10 Gigabit,$0.0135 hourly / GiB,$0.0085 hourly / GiB,$0.006 hourly / GiB,$0.025 hourly / GiB,$0.02 hourly / GiB
